name,brand,price,cpu,gpu,ram_gb,storage_gb,storage_type,display_inch,resolution,weight_kg,os,rating,review_count,url,scraped_at,source
"HP ProBook 450, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Ohne OS",HP,1830.64,Intel Core Ultra 7 155H,AMD Radeon RX 7600M,16,1024,SSD,15.6,1920x1080,1.98,Ohne OS,3.9,777,,2026-06-15,synthetic
"Acer Nitro 5, mit 17.3 Zoll Display, AMD Ryzen 5 7530U Prozessor, 4 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",Acer,919.47,AMD Ryzen 5 7530U,Intel Iris Xe Graphics,4,512,SSD,17.3,1920x1080,1.75,Windows 11 Pro,4.7,273,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 8 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1646.28,Intel Core i7-1255U,AMD Radeon RX 7600M,8,1024,SSD,15.6,1920x1080,3.01,Windows 11 Home,4.1,69,,2026-06-15,synthetic
"HP Spectre x360, mit 13.3 Zoll Display, Intel Core i7-1255U Prozessor, 8 GB RAM, 2048 GB SSD, AMD Radeon Graphics, Windows 11 Home",HP,1210.88,Intel Core i7-1255U,AMD Radeon Graphics,8,2048,SSD,13.3,1920x1080,1.12,Windows 11 Home,4.9,143,,2026-06-15,synthetic
"Acer Swift 3, mit 13.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Acer,1495.83,AMD Ryzen 7 7735U,AMD Radeon RX 6600M,16,512,SSD,13.3,1920x1080,2.82,Windows 11 Pro,4.5,291,,2026-06-15,synthetic
"HP Spectre x360, mit 15.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1435.08,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4050,24,512,SSD,15.6,1920x1080,1.04,Windows 11 Home,4.1,130,,2026-06-15,synthetic
"HP Omen 16, mit 14.0 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Pro",HP,638.3,Intel Core i3-1215U,Intel UHD Graphics,8,256,SSD,14.0,1920x1080,1.06,Windows 11 Pro,4.7,217,,2026-06-15,synthetic
"Microsoft Surface Laptop 5, mit 14.2 Zoll Display, Intel Core i7-1355U Prozessor, 64 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Microsoft,1979.19,Intel Core i7-1355U,NVIDIA GeForce RTX 3050,64,2048,SSD,14.2,3024x1964,2.74,Windows 11 Home,3.9,31,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 13.6 Zoll Display, Apple M3 Max Prozessor, 8 GB RAM, 256 GB SSD, Apple GPU (18-core), macOS",Apple,1579.94,Apple M3 Max,Apple GPU (18-core),8,256,SSD,13.6,2560x1664,2.61,macOS,4.4,768,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 16.0 Zoll Display, Apple M3 Max Prozessor, 16 GB RAM, 256 GB SSD, Apple GPU (10-core), macOS",Apple,1673.97,Apple M3 Max,Apple GPU (10-core),16,256,SSD,16.0,2560x1600,1.0,macOS,4.7,679,,2026-06-15,synthetic
"MSI Prestige 14, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",MSI,1487.86,AMD Ryzen 9 7945HX,AMD Radeon RX 6600M,16,512,SSD,16.0,2560x1600,1.07,Windows 11 Home,3.9,627,,2026-06-15,synthetic
"HP Omen 16, mit 16.0 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Ohne OS",HP,1348.9,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4060,16,512,SSD,16.0,2560x1600,1.13,Ohne OS,4.6,675,,2026-06-15,synthetic
"HP ENVY 15, mit 13.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",HP,1686.02,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4060,16,512,SSD,13.3,1920x1080,1.62,Windows 11 Home,4.2,266,,2026-06-15,synthetic
"Acer Nitro 5, mit 15.6 Zoll Display, Intel Core i5-1335U Prozessor, 8 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",Acer,1003.64,Intel Core i5-1335U,Intel Iris Xe Graphics,8,256,SSD,15.6,1920x1080,2.77,Windows 11 Pro,4.5,605,,2026-06-15,synthetic
"Acer Swift 3, mit 11.6 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Linux",Acer,1400.71,AMD Ryzen 5 7530U,AMD Radeon RX 7600M,16,1024,SSD,11.6,1366x768,3.13,Linux,4.5,365,,2026-06-15,synthetic
"HP Omen 16, mit 14.2 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",HP,1185.46,Intel Core Ultra 5 125H,Intel Iris Xe Graphics,16,256,SSD,14.2,3024x1964,2.22,Windows 11 Home,4.8,579,,2026-06-15,synthetic
"Asus ProArt, mit 16.0 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Asus,1694.67,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 3050,32,256,SSD,16.0,2560x1600,1.71,Windows 11 Home,4.0,151,,2026-06-15,synthetic
"Lenovo Legion 5, mit 15.6 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",Lenovo,848.14,Intel Core i3-1215U,Intel Iris Xe Graphics,8,512,SSD,15.6,1920x1080,1.26,Windows 11 Pro,4.2,337,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",Microsoft,1461.69,Intel Core i7-13700H,NVIDIA GeForce RTX 3050,16,512,SSD,16.0,2560x1600,2.3,Windows 11 Pro,4.3,225,,2026-06-15,synthetic
"Dell XPS 15, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Dell,1972.6,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4070,16,512,SSD,15.6,1920x1080,1.37,Windows 11 Home,4.9,790,,2026-06-15,synthetic
"HP ENVY 15, mit 14.0 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",HP,1090.22,Intel Core i3-1215U,NVIDIA GeForce RTX 4070,8,512,SSD,14.0,1920x1080,2.05,Windows 11 Pro,4.8,830,,2026-06-15,synthetic
"Microsoft Surface Laptop Studio 2, mit 16.0 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Microsoft,1153.61,AMD Ryzen 7 7735U,Intel UHD Graphics,16,256,SSD,16.0,2560x1600,2.22,Windows 11 Home,4.7,432,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 15.6 Zoll Display, Intel Core i7-13700H Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Pro",Lenovo,1781.3,Intel Core i7-13700H,AMD Radeon RX 7600M,32,256,SSD,15.6,1920x1080,1.46,Windows 11 Pro,4.5,541,,2026-06-15,synthetic
"HP ProBook 450, mit 14.0 Zoll Display, Intel Core Ultra 5 125H Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",HP,1287.97,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4050,8,512,SSD,14.0,1920x1080,2.98,Windows 11 Pro,4.2,749,,2026-06-15,synthetic
"Lenovo Legion 5, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Lenovo,1705.33,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,24,256,SSD,17.3,1920x1080,2.04,Windows 11 Pro,4.7,783,,2026-06-15,synthetic
"Samsung Galaxy Book3 Ultra, mit 14.2 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Samsung,1161.76,AMD Ryzen 3 7320U,AMD Radeon RX 7600M,16,512,SSD,14.2,3024x1964,2.73,Windows 11 Home,4.5,365,,2026-06-15,synthetic
"Dell Alienware m16, mit 13.3 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Dell,1341.77,Intel Core i5-1235U,NVIDIA GeForce RTX 4050,8,1024,SSD,13.3,1920x1080,2.31,Windows 11 Pro,4.4,478,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 13.6 Zoll Display, Apple M3 Pro Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (10-core), macOS",Apple,1824.29,Apple M3 Pro,Apple GPU (10-core),16,512,SSD,13.6,2560x1664,3.1,macOS,4.3,835,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,1467.65,Intel Core i7-13700H,NVIDIA GeForce RTX 3050,16,512,SSD,17.3,1920x1080,2.3,Windows 11 Home,4.2,294,,2026-06-15,synthetic
"HP Omen 16, mit 16.0 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",HP,1411.02,Intel Core i5-1235U,AMD Radeon RX 7600M,8,256,SSD,16.0,2560x1600,1.55,Windows 11 Home,4.7,677,,2026-06-15,synthetic
"HP Omen 16, mit 13.6 Zoll Display, Intel Core i7-1355U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",HP,1767.1,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,24,512,SSD,13.6,2560x1664,2.27,Windows 11 Home,4.9,322,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 14.2 Zoll Display, Apple M3 Max Prozessor, 24 GB RAM, 512 GB SSD, Apple GPU (10-core), macOS",Apple,1971.24,Apple M3 Max,Apple GPU (10-core),24,512,SSD,14.2,3024x1964,0.94,macOS,4.2,224,,2026-06-15,synthetic
"Dell XPS 15, mit 11.6 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1767.31,Intel Core i7-1355U,NVIDIA GeForce RTX 4050,32,256,SSD,11.6,1366x768,2.42,Windows 11 Home,4.9,637,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Lenovo,1554.96,Intel Core i7-13700H,AMD Radeon RX 7600M,16,512,SSD,16.0,2560x1600,2.3,Windows 11 Home,4.7,807,,2026-06-15,synthetic
"HP ProBook 450, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",HP,2127.36,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,24,512,SSD,16.0,2560x1600,2.69,Windows 11 Pro,4.4,433,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 16.0 Zoll Display, Apple M3 Prozessor, 24 GB RAM, 1024 GB SSD, Apple GPU (10-core), macOS",Apple,1637.91,Apple M3,Apple GPU (10-core),24,1024,SSD,16.0,2560x1600,3.05,macOS,4.7,533,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 13.6 Zoll Display, Apple M3 Pro Prozessor, 32 GB RAM, 256 GB SSD, Apple GPU (10-core), macOS",Apple,1613.26,Apple M3 Pro,Apple GPU (10-core),32,256,SSD,13.6,2560x1664,2.78,macOS,4.9,32,,2026-06-15,synthetic
"Dell Inspiron 15, mit 15.6 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 4 GB RAM, 1024 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Dell,1100.46,AMD Ryzen 5 7535HS,Intel Iris Xe Graphics,4,1024,SSD,15.6,1920x1080,2.72,Windows 11 Home,4.0,298,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 13.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Linux",Lenovo,1168.72,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3050,8,256,SSD,13.6,2560x1664,2.16,Linux,4.7,545,,2026-06-15,synthetic
"HP Omen 16, mit 13.3 Zoll Display, Intel Core i7-1255U Prozessor, 24 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 Home",HP,1066.48,Intel Core i7-1255U,Intel UHD Graphics,24,512,SSD,13.3,1920x1080,1.15,Windows 11 Home,4.9,616,,2026-06-15,synthetic
"Dell Latitude 5540, mit 16.0 Zoll Display, Intel Core i7-1355U Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Dell,1628.47,Intel Core i7-1355U,NVIDIA GeForce RTX 4070,24,256,SSD,16.0,2560x1600,1.33,Windows 11 Home,4.6,541,,2026-06-15,synthetic
"Dell XPS 13, mit 15.6 Zoll Display, Intel Core i3-1215U Prozessor, 4 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Linux",Dell,1127.38,Intel Core i3-1215U,NVIDIA GeForce RTX 4060,4,512,SSD,15.6,1920x1080,1.48,Linux,3.8,812,,2026-06-15,synthetic
"Acer ConceptD 5, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 128 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Acer,1600.59,Intel Core i7-1255U,AMD Radeon RX 6600M,16,128,SSD,15.6,1920x1080,2.77,Windows 11 Pro,4.0,802,,2026-06-15,synthetic
"Dell Latitude 5540, mit 14.0 Zoll Display, Intel Core i7-1355U Prozessor, 64 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Dell,2326.15,Intel Core i7-1355U,NVIDIA GeForce RTX 3060,64,128,SSD,14.0,1920x1080,1.0,Windows 11 Pro,4.0,47,,2026-06-15,synthetic
"Dell Latitude 5540, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Dell,1901.78,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4070,24,256,SSD,15.6,1920x1080,2.89,Windows 11 Home,4.2,132,,2026-06-15,synthetic
"Dell Inspiron 15, mit 14.2 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Ohne OS",Dell,1469.26,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4050,16,512,SSD,14.2,3024x1964,2.74,Ohne OS,4.7,85,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 14.2 Zoll Display, Apple M3 Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1666.6,Apple M3,Apple GPU (18-core),16,512,SSD,14.2,3024x1964,1.6,macOS,4.5,441,,2026-06-15,synthetic
"HP Omen 16, mit 11.6 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 2048 GB SSD, AMD Radeon RX 6600M, Ohne OS",HP,1474.36,AMD Ryzen 5 7530U,AMD Radeon RX 6600M,16,2048,SSD,11.6,1366x768,1.07,Ohne OS,4.6,377,,2026-06-15,synthetic
"Acer Nitro 5, mit 15.6 Zoll Display, Intel Core i7-1355U Prozessor, 8 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Acer,1410.99,Intel Core i7-1355U,AMD Radeon RX 7600M,8,1024,SSD,15.6,1920x1080,1.73,Windows 11 Home,4.9,38,,2026-06-15,synthetic
"Dell XPS 13, mit 16.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",Dell,1628.16,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4070,16,512,SSD,16.0,2560x1600,1.62,Windows 11 Pro,4.1,121,,2026-06-15,synthetic
"Dell XPS 13, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Dell,1547.73,Intel Core i7-1255U,NVIDIA GeForce RTX 3060,32,256,SSD,14.2,3024x1964,2.5,Windows 11 Pro,5.0,209,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 15.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 64 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Lenovo,2440.82,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3060,64,2048,SSD,15.6,1920x1080,2.53,Windows 11 Pro,4.5,302,,2026-06-15,synthetic
"Acer Nitro 5, mit 15.6 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Acer,1795.62,Intel Core i7-13700H,NVIDIA GeForce RTX 4080,16,256,SSD,15.6,1920x1080,1.44,Windows 11 Home,4.4,374,,2026-06-15,synthetic
"Dell Alienware m16, mit 17.3 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Dell,1445.75,Intel Core i7-1355U,NVIDIA GeForce RTX 3060,16,512,SSD,17.3,1920x1080,2.11,Windows 11 Home,4.7,848,,2026-06-15,synthetic
"LG gram 14, mit 13.6 Zoll Display, Intel Core i5-1335U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",LG,1700.27,Intel Core i5-1335U,NVIDIA GeForce RTX 4070,16,256,SSD,13.6,2560x1664,2.67,Windows 11 Home,4.0,519,,2026-06-15,synthetic
"Dell XPS 15, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1933.19,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,32,512,SSD,17.3,1920x1080,2.96,Windows 11 Home,4.8,261,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 15.6 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Asus,1877.63,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3060,16,1024,SSD,15.6,1920x1080,1.29,Windows 11 Home,4.5,624,,2026-06-15,synthetic
"Asus ZenBook 14, mit 14.0 Zoll Display, Intel Core i5-1335U Prozessor, 24 GB RAM, 256 GB SSD, Intel UHD Graphics, Linux",Asus,1066.5,Intel Core i5-1335U,Intel UHD Graphics,24,256,SSD,14.0,1920x1080,2.66,Linux,4.3,659,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 32 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1945.62,Intel Core Ultra 9 185H,AMD Radeon RX 7600M,32,512,SSD,16.0,2560x1600,1.07,Windows 11 Home,3.9,455,,2026-06-15,synthetic
"HP Omen 16, mit 15.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4080, Linux",HP,1902.74,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,16,2048,SSD,15.6,1920x1080,3.14,Linux,4.0,384,,2026-06-15,synthetic
"HP ENVY 15, mit 16.0 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",HP,1635.17,Intel Core i7-1255U,NVIDIA GeForce RTX 3060,16,128,SSD,16.0,2560x1600,2.89,Windows 11 Home,4.3,168,,2026-06-15,synthetic
"Acer ConceptD 5, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Ohne OS",Acer,1869.28,Intel Core i7-13700H,AMD Radeon RX 7600M,16,1024,SSD,16.0,2560x1600,0.95,Ohne OS,4.9,522,,2026-06-15,synthetic
"HP Spectre x360, mit 17.3 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 1024 GB SSD, Intel UHD Graphics, Windows 11 Home",HP,958.21,Intel Core i5-1235U,Intel UHD Graphics,16,1024,SSD,17.3,1920x1080,1.56,Windows 11 Home,3.8,115,,2026-06-15,synthetic
"HP Spectre x360, mit 15.6 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 4 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1351.65,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4050,4,512,SSD,15.6,1920x1080,2.17,Windows 11 Home,3.9,521,,2026-06-15,synthetic
"HP ProBook 450, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon Graphics, Ohne OS",HP,1306.35,Intel Core i7-1255U,AMD Radeon Graphics,16,1024,SSD,15.6,1920x1080,2.18,Ohne OS,4.2,152,,2026-06-15,synthetic
"Dell Latitude 5540, mit 17.3 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 Home",Dell,1159.26,Intel Core i5-1235U,Intel UHD Graphics,16,512,SSD,17.3,1920x1080,1.24,Windows 11 Home,4.9,148,,2026-06-15,synthetic
"HP ENVY 15, mit 17.3 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",HP,2021.45,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4080,16,512,SSD,17.3,1920x1080,1.59,Windows 11 Home,4.8,382,,2026-06-15,synthetic
"LG gram +2-in-1, mit 17.3 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",LG,1566.03,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3050,16,512,SSD,17.3,1920x1080,2.23,Windows 11 Home,4.7,602,,2026-06-15,synthetic
"Asus VivoBook 15, mit 13.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Pro",Asus,954.14,AMD Ryzen 5 7535HS,AMD Radeon Graphics,8,512,SSD,13.3,1920x1080,1.34,Windows 11 Pro,4.3,433,,2026-06-15,synthetic
"HP Spectre x360, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",HP,1725.84,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3050,16,512,SSD,17.3,1920x1080,2.0,Windows 11 Pro,4.3,182,,2026-06-15,synthetic
"HP ENVY 15, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",HP,1725.89,Intel Core Ultra 7 155H,AMD Radeon RX 7600M,16,512,SSD,15.6,1920x1080,3.07,Windows 11 Home,5.0,794,,2026-06-15,synthetic
"Acer ConceptD 5, mit 14.2 Zoll Display, AMD Ryzen 3 7320U Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Acer,1681.89,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4070,32,1024,SSD,14.2,3024x1964,1.56,Windows 11 Home,4.5,561,,2026-06-15,synthetic
"Dell XPS 15, mit 17.3 Zoll Display, Intel Core i7-1355U Prozessor, 64 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Dell,2498.83,Intel Core i7-1355U,NVIDIA GeForce RTX 4070,64,256,SSD,17.3,1920x1080,2.41,Windows 11 Home,4.7,224,,2026-06-15,synthetic
"HP ProBook 450, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1595.07,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4050,32,256,SSD,15.6,1920x1080,2.44,Windows 11 Home,4.4,658,,2026-06-15,synthetic
"Dell Inspiron 15, mit 13.6 Zoll Display, Intel Core i7-1255U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Pro",Dell,1532.44,Intel Core i7-1255U,AMD Radeon RX 7600M,8,512,SSD,13.6,2560x1664,1.84,Windows 11 Pro,4.9,492,,2026-06-15,synthetic
"Acer Aspire 5, mit 14.0 Zoll Display, AMD Ryzen 3 7320U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Acer,1296.93,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 3060,32,256,SSD,14.0,1920x1080,2.13,Windows 11 Home,4.7,43,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 14.2 Zoll Display, Apple M3 Pro Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (18-core), macOS",Apple,1890.25,Apple M3 Pro,Apple GPU (18-core),16,1024,SSD,14.2,3024x1964,2.92,macOS,3.8,586,,2026-06-15,synthetic
"HP ENVY 15, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Linux",HP,1762.88,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4050,16,256,SSD,15.6,1920x1080,1.66,Linux,4.7,668,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,1888.44,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4060,32,1024,SSD,16.0,2560x1600,2.09,Windows 11 Home,3.9,690,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 15.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 8 GB RAM, 1024 GB SSD, Intel UHD Graphics, Windows 11 Home",Lenovo,1098.06,Intel Core Ultra 5 125H,Intel UHD Graphics,8,1024,SSD,15.6,1920x1080,1.59,Windows 11 Home,4.7,16,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Acer,1668.68,Intel Core i7-1255U,NVIDIA GeForce RTX 4070,16,512,SSD,14.2,3024x1964,2.49,Windows 11 Home,4.6,307,,2026-06-15,synthetic
